user_id,name,age,gender,city,registration_date,reg_day,reg_month,reg_year,gender_label,avg_monthly_spend,purchase_frequency,days_since_last_purchase,spend_beauty,spend_books,spend_clothing,spend_electronics,spend_grocery,spend_home,spend_sports,spend_toys,spending_group,spending_group_encoded
U0152,Vivaan Mehta,34.0,Other,Indore,2023-11-09,9,11,2023,2,59.41,4,32,0.0,21.86,0.0,179.73000000000002,36.05,0.0,0.0,0.0,Low,0
U0153,Diya Gupta,26.0,Other,Lucknow,2022-01-13,13,1,2022,2,57.984,5,98,50.63,0.0,0.0,28.77,160.31,0.0,0.0,50.21,Medium,1
U0154,Kiara Joshi,33.0,Male,Indore,2024-09-10,10,9,2024,1,132.41,1,519,0.0,0.0,0.0,0.0,132.41,0.0,0.0,0.0,Low,0
U0155,Diya Roy,34.0,Other,Ahmedabad,2023-03-22,22,3,2023,2,53.04,5,223,0.0,0.0,0.0,0.0,51.47,78.89,39.17,95.67,Medium,1
U0156,Reyansh Amin,26.0,Other,Jaipur,2023-09-23,23,9,2023,2,92.12,4,449,0.0,0.0,46.92,0.0,0.0,104.47,0.0,124.97,Medium,1
U0157,Aarohi Joshi,46.0,Female,Indore,2024-04-25,25,4,2024,0,45.112,5,134,79.79,25.98,0.0,47.16,42.64,29.99,0.0,0.0,Low,0
U0158,Saanvi Khan,35.0,Female,Kolkata,2024-04-30,30,4,2024,0,68.458,5,156,129.83,0.0,0.0,0.0,15.27,70.67,0.0,126.52000000000001,Medium,1
U0159,Aditya Khan,22.0,Female,Kolkata,2024-02-08,8,2,2024,0,128.13,3,16,150.72000000000003,0.0,0.0,0.0,0.0,36.95,0.0,68.59,Medium,1
U0160,Myra Chopra,37.0,Other,Nagpur,2022-12-11,11,12,2022,2,67.83,3,130,31.73,0.0,0.0,0.0,91.05,80.71,0.0,0.0,Low,0
U0161,Aarav Joshi,24.0,Female,Pune,2023-05-15,15,5,2023,0,59.246,5,20,89.47,134.08,0.0,0.0,0.0,0.0,40.76,31.92,Medium,1
U0162,Muhammad Mehta,38.0,Female,Lucknow,2022-10-14,14,10,2022,0,61.4,6,252,0.0,15.74,134.48,0.0,47.37,24.73,84.68,0.0,Medium,1
U0163,Sara Khan,41.0,Other,Mumbai,2023-06-14,14,6,2023,2,120.37,7,282,76.58,62.47,58.96,0.0,0.0,252.12000000000003,0.0,272.09000000000003,High,2
U0164,Muhammad Gupta,25.0,Male,Indore,2023-05-16,16,5,2023,1,61.64857142857143,7,19,65.06,98.06,150.72000000000003,0.0,0.0,117.7,0.0,0.0,High,2
U0165,Aarohi Ghosh,39.0,Other,Bhopal,2023-10-24,24,10,2023,2,84.41333333333334,3,84,0.0,105.99,0.0,0.0,0.0,65.65,81.6,0.0,Medium,1
U0166,Meera Roy,35.0,Male,Bengaluru,2022-10-29,29,10,2022,1,80.122,5,192,0.0,132.34,0.0,0.0,0.0,171.70000000000002,96.57,0.0,High,2
U0167,Sai Bose,38.0,Other,Kolkata,2022-11-10,10,11,2022,2,76.80250000000001,4,182,76.54,0.0,0.0,146.49,67.26,0.0,0.0,16.92,Medium,1
U0168,Saanvi Mehta,47.0,Female,Vadodara,2023-06-28,28,6,2023,0,63.7575,5,504,0.0,82.74,39.9,0.0,106.16,26.23,0.0,0.0,Medium,1
U0169,Diya Mukherjee,30.0,Other,Vadodara,2022-12-05,5,12,2022,2,71.0775,4,169,0.0,23.46,0.0,0.0,52.59,0.0,208.26,0.0,Medium,1
U0170,Diya Roy,25.0,Female,Surat,2022-09-15,15,9,2022,0,92.33000000000001,7,122,0.0,150.72000000000003,0.0,79.34,110.02,266.05000000000007,0.0,40.18,High,2
U0171,Sai Patel,24.0,Other,Chennai,2022-11-20,20,11,2022,2,60.115,2,446,0.0,0.0,0.0,0.0,40.83,79.4,0.0,0.0,Low,0
U0172,Vihaan Kapoor,25.0,Other,Pune,2022-07-16,16,7,2022,2,63.964,5,291,0.0,112.9,0.0,83.15,0.0,47.82,0.0,75.95,Medium,1
U0173,Muhammad Joshi,31.0,Female,Patna,2024-09-27,27,9,2024,0,70.39666666666666,6,128,0.0,0.0,180.04000000000002,0.0,0.0,0.0,0.0,242.34,High,2
U0174,Ira Kulkarni,34.0,Female,Hyderabad,2024-05-02,2,5,2024,0,50.70142857142857,7,39,48.04,100.94,13.72,0.0,52.3,23.15,116.76,0.0,Medium,1
U0175,Muhammad Singh,34.0,Male,Kanpur,2022-07-03,3,7,2022,1,63.688,6,257,0.0,0.0,121.2,74.53999999999999,0.0,21.46,0.0,101.24,Medium,1
U0176,Kabir Sharma,38.0,Other,Vadodara,2022-05-10,10,5,2022,2,70.8,5,46,0.0,60.82,0.0,97.36,0.0,97.13,27.89,0.0,Medium,1
U0177,Ishaan Verma,32.0,Male,Vadodara,2022-10-27,27,10,2022,1,63.97800000000001,5,10,0.0,0.0,186.60000000000002,25.77,0.0,38.34,0.0,69.18,Medium,1
U0178,Arjun Joshi,43.0,Male,Mumbai,2023-08-11,11,8,2023,1,71.11,1,254,0.0,0.0,0.0,0.0,0.0,71.11,0.0,0.0,Low,0
U0179,Kabir Joshi,29.0,Female,Thane,2022-12-15,15,12,2022,0,79.445,5,617,95.72,107.57000000000001,0.0,0.0,114.49000000000001,0.0,0.0,0.0,Medium,1
U0180,Reyansh Verma,53.0,Female,Bhopal,2022-04-27,27,4,2022,0,68.52142857142857,7,19,0.0,0.0,190.78,0.0,217.45000000000005,41.25,30.17,0.0,High,2
U0181,Aditya Bose,37.0,Female,Bengaluru,2023-08-14,14,8,2023,0,48.4,4,698,0.0,0.0,0.0,36.93,116.47,0.0,0.0,40.2,Low,0
U0182,Vivaan Reddy,25.0,Male,Patna,2024-08-29,29,8,2024,1,73.22555555555556,11,4,0.0,104.02,236.67,0.0,55.53,262.81,0.0,0.0,High,2
U0183,Kabir Gupta,23.0,Male,Hyderabad,2023-07-26,26,7,2023,1,40.57,2,43,0.0,81.14,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
U0184,Kiara Kulkarni,35.0,Other,Ghaziabad,2022-08-20,20,8,2022,2,75.33666666666667,6,109,0.0,0.0,23.72,0.0,0.0,168.53000000000003,259.77,0.0,High,2
U0185,Ira Bose,30.0,Female,Thane,2022-11-01,1,11,2022,0,72.525,4,52,0.0,40.7,58.68,0.0,0.0,0.0,61.06,129.66,Medium,1
U0186,Saanvi Mukherjee,37.0,Female,Patna,2023-09-28,28,9,2023,0,90.67000000000002,3,33,0.0,0.0,0.0,102.55,140.86,0.0,0.0,28.6,Medium,1
U0187,Vivaan Kulkarni,35.0,Other,Hyderabad,2024-08-28,28,8,2024,2,76.19800000000001,7,154,0.0,164.03,67.21,0.0,0.0,149.75,0.0,0.0,High,2
U0188,Muhammad Das,31.0,Female,Bengaluru,2022-06-10,10,6,2022,0,60.9925,8,242,0.0,49.1,222.48,0.0,0.0,142.34,74.02,0.0,High,2
U0189,Sai Iyer,25.0,Other,Bengaluru,2022-06-10,10,6,2022,2,55.54333333333333,3,426,0.0,0.0,0.0,138.09,0.0,28.54,0.0,0.0,Low,0
U0190,Aarav Mukherjee,19.0,Female,Ghaziabad,2023-04-27,27,4,2023,0,53.284000000000006,5,85,67.22,38.65,0.0,15.66,106.19,0.0,38.7,0.0,Medium,1
U0191,Kabir Verma,28.0,Male,Surat,2023-12-25,25,12,2023,1,88.1,3,239,0.0,95.05,0.0,0.0,0.0,81.15,0.0,0.0,Low,0
U0192,Kabir Roy,38.0,Male,Kolkata,2024-08-04,4,8,2024,1,100.055,4,539,150.72000000000003,0.0,0.0,0.0,112.25,137.25,0.0,0.0,High,2
U0193,Ishaan Chopra,33.0,Other,Chennai,2023-03-12,12,3,2023,2,88.7475,5,249,0.0,136.95999999999998,0.0,91.61,126.42,0.0,0.0,0.0,Medium,1
U0194,Vihaan Kapoor,22.0,Male,Ahmedabad,2024-07-19,19,7,2024,1,54.482000000000006,5,222,0.0,110.05000000000001,0.0,0.0,0.0,56.59,85.99,19.78,Medium,1
U0195,Ishaan Reddy,33.0,Male,Delhi,2022-06-19,19,6,2022,1,86.92,5,276,0.0,108.28,0.0,0.0,0.0,130.41,0.0,195.91000000000003,High,2
U0196,Kabir Kulkarni,35.0,Other,Patna,2024-08-01,1,8,2024,2,86.90857142857143,7,72,94.92999999999999,182.12000000000003,0.0,0.0,226.74,104.57,0.0,0.0,High,2
U0197,Kabir Roy,24.0,Male,Thane,2023-12-07,7,12,2023,1,61.105000000000004,4,6,0.0,0.0,171.97,0.0,0.0,0.0,0.0,72.45,Medium,1
U0198,Kabir Bose,33.0,Female,Visakhapatnam,2023-07-07,7,7,2023,0,80.575,3,3,31.38,0.0,78.01,0.0,0.0,51.76,0.0,0.0,Low,0
U0199,Meera Roy,32.0,Male,Ghaziabad,2022-02-10,10,2,2022,1,64.4211111111111,9,81,0.0,288.35,40.28,61.43,0.0,150.72000000000003,39.01,0.0,High,2
U0200,Kiara Nair,22.0,Other,Jaipur,2022-01-27,27,1,2022,2,57.14833333333333,6,69,0.0,80.5,44.29,25.33,73.37,38.65,0.0,80.75,Medium,1
